"Year","Level","Tournament_Name","Tournament_ID","Type","Round","Winner","Loser","Score","Match1","Match2","Match3","Match4","Match5","Match1W","Match1L","Match2W","Match2L","Match3W","Match3L","Match4W","Match4L","Match5W","Match5L","Winner_Match_Won","Loser_Match_Won","Win_points_total","Lose_points_total","level_weight","round_weight"
"Sep-15","SS","Japan Open 2015",12664,"XD","Qual Round 1","5010747, 5042079","5028970, 5032012","21-7 / 21-10","21-Jul"," 21-10","","","",21,7,21,10,,,,,,,2,0,42,17,7,2
"Apr-17","SS","India Open 2017",12637,"XD","Final","5033202, 5048475","5006605, 5016116","22-24 / 21-14 / 21-17","22-24 "," 21-14 "," 21-17","","",22,24,21,14,21,17,,,,,2,1,64,55,7,10
"Apr-17","SS","India Open 2017",12637,"XD","Semi final","5033202, 5048475","5027001, 5033489","21-13 / 21-13","21-13 "," 21-13","","","",21,13,21,13,,,,,,,2,0,42,26,7,8
"Apr-17","SS","India Open 2017",12637,"XD","Quarter final","5042081, 5042097","5012279, 5046802","22-20 / 19-21 / 21-15","22-20 "," 19-21 "," 21-15","","",22,20,19,21,21,15,,,,,2,1,62,56,7,6
"Apr-17","SS","India Open 2017",12637,"XD","Quarter final","5006605, 5016116","5010747, 5042079","21-12 / 21-16","21-Dec"," 21-16","","","",21,12,21,16,,,,,,,2,0,42,28,7,6
"Apr-17","SS","India Open 2017",12637,"XD","Quarter final","5027001, 5033489","5022157, 5041701","16-21 / 21-15 / 21-15","16-21 "," 21-15 "," 21-15","","",16,21,21,15,21,15,,,,,2,1,58,51,7,6
"Apr-17","SS","India Open 2017",12637,"XD","Round 2","5012279, 5046802","5001972, 5028852","15-21 / 22-20 / 21-19","15-21 "," 22-20 "," 21-19","","",15,21,22,20,21,19,,,,,2,1,58,60,7,4
"Apr-17","SS","India Open 2017",12637,"XD","Round 2","5042081, 5042097","5017255, 5020445","21-11 / 21-19","21-Nov"," 21-19","","","",21,11,21,19,,,,,,,2,0,42,30,7,4
"Apr-17","SS","India Open 2017",12637,"XD","Round 2","5027001, 5033489","5023388, 5027748","23-21 / 22-20","23-21 "," 22-20","","","",23,21,22,20,,,,,,,2,0,45,41,7,4
"Apr-17","SS","India Open 2017",12637,"XD","Round 2","5041602, 5054566","5037781, 5050203","21-18 / 21-19","21-18 "," 21-19","","","",21,18,21,19,,,,,,,2,0,42,37,7,4
"Apr-17","SS","India Open 2017",12637,"XD","Round 2","5022157, 5041701","5007523, 5029177","21-11 / 21-8","21-Nov"," 21-8","","","",21,11,21,8,,,,,,,2,0,42,19,7,4
"Apr-17","SS","India Open 2017",12637,"XD","Round 1","5017917, 5026128","5004568, 5021523","21-15 / 21-16","21-15 "," 21-16","","","",21,15,21,16,,,,,,,2,0,42,31,7,4
"Apr-17","SS","India Open 2017",12637,"XD","Round 1","5037781, 5050203","5008247, 5053721","21-15 / 21-19","21-15 "," 21-19","","","",21,15,21,19,,,,,,,2,0,42,34,7,4
"Apr-17","SS","India Open 2017",12637,"XD","Round 1","5007523, 5029177","5005717, 5030587","21-12 / 21-18","21-Dec"," 21-18","","","",21,12,21,18,,,,,,,2,0,42,30,7,4
"Apr-17","SS","India Open 2017",12637,"XD","Round 1","5012279, 5046802","5029761, 5034442","19-21 / 21-15 / 21-18","19-21 "," 21-15 "," 21-18","","",19,21,21,15,21,18,,,,,2,1,61,54,7,4
"Apr-17","SS","India Open 2017",12637,"XD","Round 1","5017255, 5020445","5048521, 5053873","21-16 / 16-21 / 21-16","21-16 "," 16-21 "," 21-16","","",21,16,16,21,21,16,,,,,2,1,58,53,7,4
"Apr-17","SS","India Open 2017",12637,"XD","Round 1","5022157, 5041701","5019063, 5037433","21-15 / 21-14","21-15 "," 21-14","","","",21,15,21,14,,,,,,,2,0,42,29,7,4
"Apr-17","SS","India Open 2017",12637,"XD","Round 1","5042081, 5042097","5019888, 5029143","21-12 / 21-12","21-Dec"," 21-12","","","",21,12,21,12,,,,,,,2,0,42,24,7,4
"Apr-17","SS","India Open 2017",12637,"XD","Round 1","5006605, 5016116","5021274, 5021894","21-12 / 21-19","21-Dec"," 21-19","","","",21,12,21,19,,,,,,,2,0,42,31,7,4
"Apr-17","SS","India Open 2017",12637,"XD","Qual Round 1","5017917, 5026128","5045078, 5049162","21-17 / 21-18","21-17 "," 21-18","","","",21,17,21,18,,,,,,,2,0,42,35,7,2
"Nov-18","S750","Fuzhou China Open 2018",10312,"XD","Final","5016116, 5033202","5002037, 5010627","21-15 / 11-21 / 21-19","21-15 "," 11-21 "," 21-19","","",21,15,11,21,21,19,,,,,2,1,53,55,7,10
"Nov-18","S750","Fuzhou China Open 2018",10312,"XD","Semi final","5016116, 5033202","5030780, 5036163","21-12 / 21-12","21-Dec"," 21-12","","","",21,12,21,12,,,,,,,2,0,42,24,7,8
"Nov-18","S750","Fuzhou China Open 2018",10312,"XD","Semi final","5002037, 5010627","5019063, 5037433","21-14 / 21-6","21-14 "," 21-6","","","",21,14,21,6,,,,,,,2,0,42,20,7,8
"Nov-18","S750","Fuzhou China Open 2018",10312,"XD","Quarter final","5016116, 5033202","5029761, 5034442","21-10 / 19-21 / 21-11","21-Oct"," 19-21 "," 21-11","","",21,10,19,21,21,11,,,,,2,1,61,42,7,6
"Nov-18","S750","Fuzhou China Open 2018",10312,"XD","Quarter final","5002037, 5010627","5010217, 5016952","18-21 / 21-16 / 21-14","18-21 "," 21-16 "," 21-14","","",18,21,21,16,21,14,,,,,2,1,60,51,7,6
"Nov-18","S750","Fuzhou China Open 2018",10312,"XD","Quarter final","5030780, 5036163","5041016, 5051595","21-18 / 21-19","21-18 "," 21-19","","","",21,18,21,19,,,,,,,2,0,42,37,7,6
"Nov-18","S750","Fuzhou China Open 2018",10312,"XD","Round 2","5010217, 5016952","5042081, 5042097","21-17 / 21-15","21-17 "," 21-15","","","",21,17,21,15,,,,,,,2,0,42,32,7,4
"Nov-18","S750","Fuzhou China Open 2018",10312,"XD","Round 2","5019063, 5037433","5017294, 5020571","21-14 / 21-17","21-14 "," 21-17","","","",21,14,21,17,,,,,,,2,0,42,31,7,4
"Nov-18","S750","Fuzhou China Open 2018",10312,"XD","Round 2","5029761, 5034442","5016793, 5047406","19-21 / 21-16 / 21-15","19-21 "," 21-16 "," 21-15","","",19,21,21,16,21,15,,,,,2,1,61,52,7,4
"Nov-18","S750","Fuzhou China Open 2018",10312,"XD","Round 2","5016116, 5033202","5014599, 5033189","21-18 / 21-9","21-18 "," 21-9","","","",21,18,21,9,,,,,,,2,0,42,27,7,4
"Nov-18","S750","Fuzhou China Open 2018",10312,"XD","Round 1","5036250, 5037432","5020708, 5034696","21-17 / 21-18","21-17 "," 21-18","","","",21,17,21,18,,,,,,,2,0,42,35,7,4
"Nov-18","S750","Fuzhou China Open 2018",10312,"XD","Round 1","5042081, 5042097","5025193, 5045078","18-21 / 21-19 / 21-17","18-21 "," 21-19 "," 21-17","","",18,21,21,19,21,17,,,,,2,1,60,57,7,4
"Nov-18","S750","Fuzhou China Open 2018",10312,"XD","Round 1","5019063, 5037433","5023388, 5027748","21-19 / 21-13","21-19 "," 21-13","","","",21,19,21,13,,,,,,,2,0,42,32,7,4
"Nov-18","S750","Fuzhou China Open 2018",10312,"XD","Round 1","5010217, 5016952","5027001, 5033489","21-6 / 21-16","21-Jun"," 21-16","","","",21,6,21,16,,,,,,,2,0,42,22,7,4
"Nov-18","S750","Fuzhou China Open 2018",10312,"XD","Round 1","5002037, 5010627","5029319, 5045496","21-15 / 21-5","21-15 "," 21-5","","","",21,15,21,5,,,,,,,2,0,42,20,7,4
"Nov-18","S750","Fuzhou China Open 2018",10312,"XD","Round 1","5030780, 5036163","5001972, 5041519","21-17 / 21-12","21-17 "," 21-12","","","",21,17,21,12,,,,,,,2,0,42,29,7,4
"Nov-18","S750","Fuzhou China Open 2018",10312,"XD","Round 1","5016793, 5047406","5005191, 5046051","23-21 / 16-21 / 21-13","23-21 "," 16-21 "," 21-13","","",23,21,16,21,21,13,,,,,2,1,60,55,7,4
"Nov-18","S750","Fuzhou China Open 2018",10312,"XD","Round 1","5016116, 5033202","5028852, 5032336","21-15 / 18-21 / 21-14","21-15 "," 18-21 "," 21-14","","",21,15,18,21,21,14,,,,,2,1,60,50,7,4
"Nov-18","S750","Fuzhou China Open 2018",10312,"XD","Round 1","5029761, 5034442","5017255, 5053721","21-15 / 21-9","21-15 "," 21-9","","","",21,15,21,9,,,,,,,2,0,42,24,7,4
"Nov-18","S750","Fuzhou China Open 2018",10312,"XD","Round 1","5041016, 5051595","5007932, 5039095","21-17 / 21-19","21-17 "," 21-19","","","",21,17,21,19,,,,,,,2,0,42,36,7,4
"Oct-21","S1000","Denmark Open 2021",12740,"XD","Final","5019063, 5037433","5029761, 5034442","21-18 / 21-9","21-18 "," 21-9","","","",21,18,21,9,,,,,,,2,0,42,27,8,10
"Oct-21","S1000","Denmark Open 2021",12740,"XD","Semi final","5029761, 5034442","5010217, 5016952","16-21 / 21-17 / 22-20","16-21 "," 21-17 "," 22-20","","",16,21,21,17,22,20,,,,,2,1,59,58,8,8
"Oct-21","S1000","Denmark Open 2021",12740,"XD","Semi final","5019063, 5037433","5002037, 5010627","16-21 / 21-17 / 21-17","16-21 "," 21-17 "," 21-17","","",16,21,21,17,21,17,,,,,2,1,58,55,8,8
"Oct-21","S1000","Denmark Open 2021",12740,"XD","Quarter final","5019063, 5037433","5029319, 5045496","19-21 / 21-12 / 21-14","19-21 "," 21-12 "," 21-14","","",19,21,21,12,21,14,,,,,2,1,61,47,8,6
"Oct-21","S1000","Denmark Open 2021",12740,"XD","Quarter final","5002037, 5010627","5020708, 5034696","21-14 / 21-17","21-14 "," 21-17","","","",21,14,21,17,,,,,,,2,0,42,31,8,6
"Oct-21","S1000","Denmark Open 2021",12740,"XD","Round 2","5029319, 5045496","5011746, 5048486","18-21 / 21-18 / 21-13","18-21 "," 21-18 "," 21-13","","",18,21,21,18,21,13,,,,,2,1,60,52,8,4
"Oct-21","S1000","Denmark Open 2021",12740,"XD","Round 2","5019063, 5037433","5011443, 5036349","21-13 / 22-20","21-13 "," 22-20","","","",21,13,22,20,,,,,,,2,0,43,33,8,4
"Oct-21","S1000","Denmark Open 2021",12740,"XD","Round 2","5002342, 5023388","5017917, 5026128","17-21 / 21-19 / 21-14","17-21 "," 21-19 "," 21-14","","",17,21,21,19,21,14,,,,,2,1,59,54,8,4
"Oct-21","S1000","Denmark Open 2021",12740,"XD","Round 2","5029761, 5034442","5002006, 5025080","21-18 / 21-19","21-18 "," 21-19","","","",21,18,21,19,,,,,,,2,0,42,37,8,4
"Oct-21","S1000","Denmark Open 2021",12740,"XD","Round 2","5010217, 5016952","5007932, 5039095","21-14 / 21-12","21-14 "," 21-12","","","",21,14,21,12,,,,,,,2,0,42,26,8,4
"Oct-21","S1000","Denmark Open 2021",12740,"XD","Round 2","5002037, 5010627","5026638, 5028545","23-21 / 21-10","23-21 "," 21-10","","","",23,21,21,10,,,,,,,2,0,44,31,8,4
"Oct-21","S1000","Denmark Open 2021",12740,"XD","Round 1","5010217, 5016952","5022115, 5037539","21-15 / 21-14","21-15 "," 21-14","","","",21,15,21,14,,,,,,,2,0,42,29,8,4
"Oct-21","S1000","Denmark Open 2021",12740,"XD","Round 1","5029761, 5034442","5009208, 5031657","21-16 / 23-21","21-16 "," 23-21","","","",21,16,23,21,,,,,,,2,0,44,37,8,4
"Oct-21","S1000","Denmark Open 2021",12740,"XD","Round 1","5012108, 5012159","5042081, 5042097","21-17 / 21-19","21-17 "," 21-19","","","",21,17,21,19,,,,,,,2,0,42,36,8,4
"Oct-21","S1000","Denmark Open 2021",12740,"XD","Round 1","5002342, 5023388","5005288, 5032336","21-18 / 15-21 / 22-20","21-18 "," 15-21 "," 22-20","","",21,18,15,21,22,20,,,,,2,1,58,59,8,4
"Oct-21","S1000","Denmark Open 2021",12740,"XD","Round 1","5002006, 5025080","5008686, 5014310","21-18 / 21-17","21-18 "," 21-17","","","",21,18,21,17,,,,,,,2,0,42,35,8,4
"Oct-21","S1000","Denmark Open 2021",12740,"XD","Round 1","5019063, 5037433","5021468, 5032872","21-11 / 21-16","21-Nov"," 21-16","","","",21,11,21,16,,,,,,,2,0,42,27,8,4
"Oct-21","S1000","Denmark Open 2021",12740,"XD","Round 1","5002037, 5010627","5029744, 5030449","21-6 / 21-7","21-Jun"," 21-7","","","",21,6,21,7,,,,,,,2,0,42,13,8,4
"Oct-21","S1000","Denmark Open 2021",12740,"XD","Round 1","5020708, 5034696","5012552, 5021897","21-15 / 21-15","21-15 "," 21-15","","","",21,15,21,15,,,,,,,2,0,42,30,8,4
"Oct-21","S1000","Denmark Open 2021",12740,"XD","Round 1","5029319, 5045496","5017255, 5053721","21-17 / 21-14","21-17 "," 21-14","","","",21,17,21,14,,,,,,,2,0,42,31,8,4
"Oct-21","S1000","Denmark Open 2021",12740,"XD","Round 1","5011443, 5036349","5005191, 5046051","15-21 / 21-12 / 21-19","15-21 "," 21-12 "," 21-19","","",15,21,21,12,21,19,,,,,2,1,57,52,8,4
"Oct-21","S1000","Denmark Open 2021",12740,"XD","Round 1","5026638, 5028545","5023022, 5023921","22-24 / 21-15 / 21-16","22-24 "," 21-15 "," 21-16","","",22,24,21,15,21,16,,,,,2,1,64,55,8,4
"Aug-23","WC","World Championships 2023",12940,"XD","Final","5007523, 5030311","5016116, 5033202","21-17 / 10-21 / 21-18","21-17 "," 10-21 "," 21-18","","",21,17,10,21,21,18,,,,,2,1,52,56,10,10
"Aug-23","WC","World Championships 2023",12940,"XD","Semi final","5016116, 5033202","5033321, 5038311","21-18 / 21-16","21-18 "," 21-16","","","",21,18,21,16,,,,,,,2,0,42,34,10,8
"Aug-23","WC","World Championships 2023",12940,"XD","Semi final","5007523, 5030311","5019063, 5037433","21-15 / 21-13","21-15 "," 21-13","","","",21,15,21,13,,,,,,,2,0,42,28,10,8
"Aug-23","WC","World Championships 2023",12940,"XD","Quarter final","5033321, 5038311","5001972, 5011176","21-16 / 21-18","21-16 "," 21-18","","","",21,16,21,18,,,,,,,2,0,42,34,10,6
"Aug-23","WC","World Championships 2023",12940,"XD","Quarter final","5019063, 5037433","5009208, 5036204","21-11 / 21-11","21-Nov"," 21-11","","","",21,11,21,11,,,,,,,2,0,42,22,10,6
"Aug-23","WC","World Championships 2023",12940,"XD","Quarter final","5016116, 5033202","5001745, 5034687","21-10 / 21-6","21-Oct"," 21-6","","","",21,10,21,6,,,,,,,2,0,42,16,10,6
"Aug-23","WC","World Championships 2023",12940,"XD","Quarter final","5007523, 5030311","5029761, 5034442","21-12 / 21-16","21-Dec"," 21-16","","","",21,12,21,16,,,,,,,2,0,42,28,10,6
"Aug-23","WC","World Championships 2023",12940,"XD","Round 3","5019063, 5037433","5012660, 5016487","21-14 / 21-17","21-14 "," 21-17","","","",21,14,21,17,,,,,,,2,0,42,31,10,4
"Aug-23","WC","World Championships 2023",12940,"XD","Round 3","5001972, 5011176","5010627, 5031400","21-15 / 21-18","21-15 "," 21-18","","","",21,15,21,18,,,,,,,2,0,42,33,10,4
"Aug-23","WC","World Championships 2023",12940,"XD","Round 3","5033321, 5038311","5007932, 5039095","21-16 / 21-18","21-16 "," 21-18","","","",21,16,21,18,,,,,,,2,0,42,34,10,4
"Aug-23","WC","World Championships 2023",12940,"XD","Round 3","5016116, 5033202","5017255, 5017468","21-14 / 21-9","21-14 "," 21-9","","","",21,14,21,9,,,,,,,2,0,42,23,10,4
"Aug-23","WC","World Championships 2023",12940,"XD","Round 3","5001745, 5034687","5017761, 5021523","18-21 / 22-20 / 21-17","18-21 "," 22-20 "," 21-17","","",18,21,22,20,21,17,,,,,2,1,61,58,10,4
"Aug-23","WC","World Championships 2023",12940,"XD","Round 3","5009208, 5036204","5026638, 5028545","20-22 / 21-19 / 21-12","20-22 "," 21-19 "," 21-12","","",20,22,21,19,21,12,,,,,2,1,62,53,10,4
"Aug-23","WC","World Championships 2023",12940,"XD","Round 3","5007523, 5030311","5023022, 5023921","21-10 / 15-21 / 21-16","21-Oct"," 15-21 "," 21-16","","",21,10,15,21,21,16,,,,,2,1,57,47,10,4
"Aug-23","WC","World Championships 2023",12940,"XD","Round 3","5029761, 5034442","5011443, 5036349","21-12 / 21-19","21-Dec"," 21-19","","","",21,12,21,19,,,,,,,2,0,42,31,10,4
"Aug-23","WC","World Championships 2023",12940,"XD","Round 2","5009208, 5036204","5007921, 5034218","21-19 / 21-9","21-19 "," 21-9","","","",21,19,21,9,,,,,,,2,0,42,28,10,4
"Aug-23","WC","World Championships 2023",12940,"XD","Round 2","5029761, 5034442","5020708, 5034696","21-13 / 21-14","21-13 "," 21-14","","","",21,13,21,14,,,,,,,2,0,42,27,10,4
"Aug-23","WC","World Championships 2023",12940,"XD","Round 2","5026638, 5028545","5017917, 5026128","21-18 / 21-13","21-18 "," 21-13","","","",21,18,21,13,,,,,,,2,0,42,31,10,4
"Aug-23","WC","World Championships 2023",12940,"XD","Round 2","5011443, 5036349","5002369, 5016993","21-15 / 14-21 / 21-14","21-15 "," 14-21 "," 21-14","","",21,15,14,21,21,14,,,,,2,1,56,50,10,4
"Aug-23","WC","World Championships 2023",12940,"XD","Round 2","5007523, 5030311","5002274, 5036554","21-17 / 21-8","21-17 "," 21-8","","","",21,17,21,8,,,,,,,2,0,42,25,10,4
"Aug-23","WC","World Championships 2023",12940,"XD","Round 2","5012660, 5016487","5011214, 5015350","21-9 / 21-12","21-Sep"," 21-12","","","",21,9,21,12,,,,,,,2,0,42,21,10,4
"Aug-23","WC","World Championships 2023",12940,"XD","Round 2","5023022, 5023921","5029319, 5045496","21-15 / 21-18","21-15 "," 21-18","","","",21,15,21,18,,,,,,,2,0,42,33,10,4
"Aug-23","WC","World Championships 2023",12940,"XD","Round 2","5010627, 5031400","5010932, 5037479","21-12 / 21-13","21-Dec"," 21-13","","","",21,12,21,13,,,,,,,2,0,42,25,10,4
"Aug-23","WC","World Championships 2023",12940,"XD","Round 2","5016116, 5033202","5003238, 5028974","21-17 / 21-4","21-17 "," 21-4","","","",21,17,21,4,,,,,,,2,0,42,21,10,4
"Aug-23","WC","World Championships 2023",12940,"XD","Round 2","5001745, 5034687","5008686, 5014310","21-9 / 16-21 / 21-15","21-Sep"," 16-21 "," 21-15","","",21,9,16,21,21,15,,,,,2,1,58,45,10,4
"Aug-23","WC","World Championships 2023",12940,"XD","Round 2","5001972, 5011176","5012552, 5021897","19-21 / 21-18 / 21-10","19-21 "," 21-18 "," 21-10","","",19,21,21,18,21,10,,,,,2,1,61,49,10,4
"Aug-23","WC","World Championships 2023",12940,"XD","Round 2","5017761, 5021523","5016094, 5018289","21-18 / 21-15","21-18 "," 21-15","","","",21,18,21,15,,,,,,,2,0,42,33,10,4
"Aug-23","WC","World Championships 2023",12940,"XD","Round 2","5033321, 5038311","5042275, 5047633","21-11 / 21-13","21-Nov"," 21-13","","","",21,11,21,13,,,,,,,2,0,42,24,10,4
"Aug-23","WC","World Championships 2023",12940,"XD","Round 2","5017255, 5017468","5029744, 5030449","21-14 / 21-13","21-14 "," 21-13","","","",21,14,21,13,,,,,,,2,0,42,27,10,4
"Aug-23","WC","World Championships 2023",12940,"XD","Round 1","5002274, 5036554","5005288, 5015253","21-12 / 21-18","21-Dec"," 21-18","","","",21,12,21,18,,,,,,,2,0,42,30,10,4
"Aug-23","WC","World Championships 2023",12940,"XD","Round 1","5011443, 5036349","5031677, 5039904","23-21 / 8-21 / 21-11","23-21 "," 8-21 "," 21-11","","",23,21,8,21,21,11,,,,,2,1,52,53,10,4
"Aug-23","WC","World Championships 2023",12940,"XD","Round 1","5011214, 5015350","5019888, 5029143","21-12 / 21-11","21-Dec"," 21-11","","","",21,12,21,11,,,,,,,2,0,42,23,10,4
"Aug-23","WC","World Championships 2023",12940,"XD","Round 1","5017255, 5017468","5005191, 5046051","21-14 / 21-12","21-14 "," 21-12","","","",21,14,21,12,,,,,,,2,0,42,26,10,4
"Mar-05","STAR3","Swiss Open 2005",13556,"XD","Final","5020998, 5022387","5019250, 5051595","17-14 / 15-6","17-14 "," 15-6","","","",17,14,15,6,,,,,,,2,0,32,20,5,10
"Mar-05","STAR3","Swiss Open 2005",13556,"XD","Semi final","5020998, 5022387","5043743, 5045349","15-2 / 15-7","15-Feb"," 15-7","","","",15,2,15,7,,,,,,,2,0,30,9,5,8
"Mar-05","STAR3","Swiss Open 2005",13556,"XD","Semi final","5019250, 5051595","5044070, 5054040","15-10 / 15-6","15-Oct"," 15-6","","","",15,10,15,6,,,,,,,2,0,30,16,5,8
"Mar-05","STAR3","Swiss Open 2005",13556,"XD","Quarter final","5044070, 5054040","5044993, 5046308","8-15 / 15-8 / 17-16","Aug-15"," 15-8 "," 17-16","","",8,15,15,8,17,16,,,,,2,1,40,39,5,6
"Mar-05","STAR3","Swiss Open 2005",13556,"XD","Quarter final","5020998, 5022387","5042447, 5050909","15-6 / 15-13","15-Jun"," 15-13","","","",15,6,15,13,,,,,,,2,0,30,19,5,6
"Mar-05","STAR3","Swiss Open 2005",13556,"XD","Quarter final","5043743, 5045349","5053110, 5055093","15-9 / 15-7","15-Sep"," 15-7","","","",15,9,15,7,,,,,,,2,0,30,16,5,6
"Mar-05","STAR3","Swiss Open 2005",13556,"XD","Round 2","5043743, 5045349","5003128, 5004619","15-13 / 15-6","15-13 "," 15-6","","","",15,13,15,6,,,,,,,2,0,30,19,5,4
"Mar-05","STAR3","Swiss Open 2005",13556,"XD","Round 2","5042447, 5050909","5031005, 5043781","15-4 / 15-7","15-Apr"," 15-7","","","",15,4,15,7,,,,,,,2,0,30,11,5,4
"Mar-05","STAR3","Swiss Open 2005",13556,"XD","Round 2","5044993, 5046308","5027457, 5054282","15-6 / 17-15","15-Jun"," 17-15","","","",15,6,17,15,,,,,,,2,0,32,21,5,4
"Mar-05","STAR3","Swiss Open 2005",13556,"XD","Round 2","5019250, 5051595","5044746, 5044749","15-10 / 15-6","15-Oct"," 15-6","","","",15,10,15,6,,,,,,,2,0,30,16,5,4
"Mar-05","STAR3","Swiss Open 2005",13556,"XD","Round 1","5053110, 5055093","5017538, 5027080","15-10 / 15-12","15-Oct"," 15-12","","","",15,10,15,12,,,,,,,2,0,30,22,5,4
"Mar-05","STAR3","Swiss Open 2005",13556,"XD","Round 1","5042447, 5050909","5045265, 5045268","15-6 / 15-12","15-Jun"," 15-12","","","",15,6,15,12,,,,,,,2,0,30,18,5,4
"Aug-07","WC","World Championships 2007",12881,"XD","Final","5019250, 5051595","5004093, 5043767","21-16 / 21-14","21-16 "," 21-14","","","",21,16,21,14,,,,,,,2,0,42,30,10,10
"Aug-07","WC","World Championships 2007",12881,"XD","Semi final","5019250, 5051595","5044108, 5044112","21-15 / 15-21 / 22-20","21-15 "," 15-21 "," 22-20","","",21,15,15,21,22,20,,,,,2,1,58,56,10,8
"Aug-07","WC","World Championships 2007",12881,"XD","Semi final","5004093, 5043767","5039298, 5055602","17-21 / 21-19 / 21-19","17-21 "," 21-19 "," 21-19","","",17,21,21,19,21,19,,,,,2,1,59,59,10,8
"Aug-07","WC","World Championships 2007",12881,"XD","Quarter final","5019250, 5051595","5050907, 5054041","21-19 / 21-15","21-19 "," 21-15","","","",21,19,21,15,,,,,,,2,0,42,34,10,6
"Aug-07","WC","World Championships 2007",12881,"XD","Quarter final","5039298, 5055602","5020998, 5022387","21-13 / 21-16","21-13 "," 21-16","","","",21,13,21,16,,,,,,,2,0,42,29,10,6
"Aug-07","WC","World Championships 2007",12881,"XD","Quarter final","5044108, 5044112","5003128, 5004619","21-13 / 21-10","21-13 "," 21-10","","","",21,13,21,10,,,,,,,2,0,42,23,10,6
"Aug-07","WC","World Championships 2007",12881,"XD","Quarter final","5004093, 5043767","5044993, 5046308","21-16 / 21-17","21-16 "," 21-17","","","",21,16,21,17,,,,,,,2,0,42,33,10,6
"Aug-07","WC","World Championships 2007",12881,"XD","Round 3","5050907, 5054041","5043635, 5054279","21-12 / 21-10","21-Dec"," 21-10","","","",21,12,21,10,,,,,,,2,0,42,22,10,4
"Aug-07","WC","World Championships 2007",12881,"XD","Round 3","5044108, 5044112","5043456, 5044097","23-21 / 24-22","23-21 "," 24-22","","","",23,21,24,22,,,,,,,2,0,47,43,10,4
"Aug-07","WC","World Championships 2007",12881,"XD","Round 3","5020998, 5022387","5042447, 5054040","21-18 / 8-21 / 21-16","21-18 "," 8-21 "," 21-16","","",21,18,8,21,21,16,,,,,2,1,50,55,10,4
"Aug-07","WC","World Championships 2007",12881,"XD","Round 3","5003128, 5004619","5052511, 5052513","21-18 / 11-21 / 21-15","21-18 "," 11-21 "," 21-15","","",21,18,11,21,21,15,,,,,2,1,53,54,10,4
"Aug-07","WC","World Championships 2007",12881,"XD","Round 3","5039298, 5055602","5044100, 5044733","14-21 / 21-10 / 21-13","14-21 "," 21-10 "," 21-13","","",14,21,21,10,21,13,,,,,2,1,56,44,10,4
"Aug-07","WC","World Championships 2007",12881,"XD","Round 3","5044993, 5046308","5041352, 5043417","19-21 / 21-17 / 21-13","19-21 "," 21-17 "," 21-13","","",19,21,21,17,21,13,,,,,2,1,61,51,10,4
"Aug-07","WC","World Championships 2007",12881,"XD","Round 2","5044100, 5044733","5045145, 5055028","21-18 / 21-9","21-18 "," 21-9","","","",21,18,21,9,,,,,,,2,0,42,27,10,4
"Aug-07","WC","World Championships 2007",12881,"XD","Round 2","5052511, 5052513","5017179, 5017292","9-21 / 21-10 / 21-12","Sep-21"," 21-10 "," 21-12","","",9,21,21,10,21,12,,,,,2,1,51,43,10,4
"Aug-07","WC","World Championships 2007",12881,"XD","Round 2","5043635, 5054279","5052798, 5054244","21-18 / 21-11","21-18 "," 21-11","","","",21,18,21,11,,,,,,,2,0,42,29,10,4
"Aug-07","WC","World Championships 2007",12881,"XD","Round 2","5003128, 5004619","5042086, 5043014","21-11 / 21-15","21-Nov"," 21-15","","","",21,11,21,15,,,,,,,2,0,42,26,10,4
"Aug-07","WC","World Championships 2007",12881,"XD","Round 2","5020998, 5022387","5029160, 5051503","21-15 / 21-13","21-15 "," 21-13","","","",21,15,21,13,,,,,,,2,0,42,28,10,4
"Aug-07","WC","World Championships 2007",12881,"XD","Round 2","5041352, 5043417","5011943, 5042090","21-17 / 21-18","21-17 "," 21-18","","","",21,17,21,18,,,,,,,2,0,42,35,10,4
"Aug-07","WC","World Championships 2007",12881,"XD","Round 2","5042447, 5054040","5041668, 5044759","21-9 / 21-4","21-Sep"," 21-4","","","",21,9,21,4,,,,,,,2,0,42,13,10,4
"Aug-07","WC","World Championships 2007",12881,"XD","Round 1","5052511, 5052513","5007963, 5044179","21-13 / 21-16","21-13 "," 21-16","","","",21,13,21,16,,,,,,,2,0,42,29,10,4
"Aug-07","WC","World Championships 2007",12881,"XD","Round 1","5052798, 5054244","5011959, 5044774","21-12 / 21-19","21-Dec"," 21-19","","","",21,12,21,19,,,,,,,2,0,42,31,10,4
"Aug-07","WC","World Championships 2007",12881,"XD","Round 1","5043456, 5044097","5042803, 5042816","21-9 / 21-10","21-Sep"," 21-10","","","",21,9,21,10,,,,,,,2,0,42,19,10,4
"Aug-07","WC","World Championships 2007",12881,"XD","Round 1","5011943, 5042090","5043414, 5043461","21-13 / 20-22 / 21-17","21-13 "," 20-22 "," 21-17","","",21,13,20,22,21,17,,,,,2,1,62,52,10,4
"Sep-09","SS","Japan Open 2009",10097,"XD","Final","5044294, 5044297","5041519, 5055476","13-21 / 21-16 / 22-20","13-21 "," 21-16 "," 22-20","","",13,21,21,16,22,20,,,,,2,1,56,57,7,10
"Sep-09","SS","Japan Open 2009",10097,"XD","Semi final","5041519, 5055476","5019250, 5051595","21-18 / 21-12","21-18 "," 21-12","","","",21,18,21,12,,,,,,,2,0,42,30,7,8
